L 07/11/2012 - 17:49:36: Loading map "cs_office"
L 07/11/2012 - 17:50:15: "Panarchus<2><STEAM_0:1:17858699><TERRORIST>" killed "careymichael<11><STEAM_0:1:783955><CT>" with "elite" (attacker_position "705 -876 -160") (victim_position "434 -902 -160")
L 07/11/2012 - 17:50:24: "Panarchus<2><STEAM_0:1:17858699><TERRORIST>" killed "Veilrap<6><STEAM_0:0:4190636><CT>" with "elite" (headshot) (attacker_position "1036 -812 -160") (victim_position "821 -877 -96")
L 07/11/2012 - 17:50:27: "tomwall<3><STEAM_0:1:30783438><TERRORIST>" killed "where's-the-ammo<4><STEAM_0:0:32369201><CT>" with "glock" (attacker_position "114 -629 -160") (victim_position "110 -907 -160")
L 07/11/2012 - 17:50:32: "Keemak<13><STEAM_0:0:6113698><CT>" killed "Panarchus<2><STEAM_0:1:17858699><TERRORIST>" with "fiveseven" (attacker_position "312 -452 -160") (victim_position "374 -518 -96")
L 07/11/2012 - 17:50:33: "tomwall<3><STEAM_0:1:30783438><TERRORIST>" killed "Keemak<13><STEAM_0:0:6113698><CT>" with "glock" (attacker_position "711 -543 -160") (victim_position "436 -541 -96")
L 07/11/2012 - 17:50:53: "tomwall<3><STEAM_0:1:30783438><TERRORIST>" killed "lubahou<16><STEAM_0:1:52664969><CT>" with "glock" (attacker_position "-1563 -961 -240") (victim_position "-1627 -793 -193")
L 07/11/2012 - 17:51:12: "Panarchus<2><STEAM_0:1:17858699><TERRORIST>" killed "Veilrap<6><STEAM_0:0:4190636><CT>" with "elite" (attacker_position "443 -852 -224") (victim_position "440 -1089 -160")
L 07/11/2012 - 17:51:19: "careymichael<11><STEAM_0:1:783955><CT>" killed "revenger<9><STEAM_0:0:17255624><TERRORIST>" with "mp5navy" (attacker_position "174 -378 -160") (victim_position "254 -490 -113")
L 07/11/2012 - 17:51:21: "tomwall<3><STEAM_0:1:30783438><TERRORIST>" killed "Keemak<13><STEAM_0:0:6113698><CT>" with "ump45" (attacker_position "368 112 -160") (victim_position "-389 110 -113")
L 07/11/2012 - 17:51:25: "lubahou<16><STEAM_0:1:52664969><CT>" killed "tomwall<3><STEAM_0:1:30783438><TERRORIST>" with "usp" (headshot) (attacker_position "115 -620 -160") (victim_position "53 304 -96")
L 07/11/2012 - 17:51:48: "where's-the-ammo<4><STEAM_0:0:32369201><CT>" killed "clutchnasty<8><STEAM_0:1:33443748><TERRORIST>" with "mp5navy" (headshot) (attacker_position "653 80 -160") (victim_position "694 -559 -113")
L 07/11/2012 - 17:51:54: "Panarchus<2><STEAM_0:1:17858699><TERRORIST>" killed "where's-the-ammo<4><STEAM_0:0:32369201><CT>" with "mp5navy" (attacker_position "548 -567 -160") (victim_position "697 -377 -96")
L 07/11/2012 - 17:52:06: "Panarchus<2><STEAM_0:1:17858699><TERRORIST>" killed "careymichael<11><STEAM_0:1:783955><CT>" with "elite" (attacker_position "1036 -863 -160") (victim_position "941 -460 -96")
L 07/11/2012 - 17:52:25: "lubahou<16><STEAM_0:1:52664969><CT>" killed "Panarchus<2><STEAM_0:1:17858699><TERRORIST>" with "ak47" (attacker_position "938 -526 -160") (victim_position "1072 -854 -80")
L 07/11/2012 - 17:52:56: "careymichael<11><STEAM_0:1:783955><CT>" killed "Panarchus<2><STEAM_0:1:17858699><TERRORIST>" with "m4a1" (headshot) (attacker_position "1036 -901 -160") (victim_position "977 -10 -96")
L 07/11/2012 - 17:53:10: "Henry<12><STEAM_0:1:53104189><TERRORIST>" killed "lubahou<16><STEAM_0:1:52664969><CT>" with "galil" (headshot) (attacker_position "905 -471 -160") (victim_position "861 -541 -96")
L 07/11/2012 - 17:53:12: "where's-the-ammo<4><STEAM_0:0:32369201><CT>" killed "Henry<12><STEAM_0:1:53104189><TERRORIST>" with "p90" (attacker_position "654 -362 -160") (victim_position "849 -530 -96")
L 07/11/2012 - 17:53:16: "Veilrap<6><STEAM_0:0:4190636><CT>" killed "tomwall<3><STEAM_0:1:30783438><TERRORIST>" with "aug" (headshot) (attacker_position "1197 460 -160") (victim_position "1230 136 -96")
L 07/11/2012 - 17:53:25: "Veilrap<6><STEAM_0:0:4190636><CT>" killed "revenger<9><STEAM_0:0:17255624><TERRORIST>" with "aug" (attacker_position "1590 -494 -160") (victim_position "1804 -472 -94")
L 07/11/2012 - 17:53:25: "careymichael<11><STEAM_0:1:783955><CT>" killed "clutchnasty<8><STEAM_0:1:33443748><TERRORIST>" with "m4a1" (headshot) (attacker_position "1872 149 -160") (victim_position "1662 -59 -96")
L 07/11/2012 - 17:53:50: "revenger<9><STEAM_0:0:17255624><TERRORIST>" killed "careymichael<11><STEAM_0:1:783955><CT>" with "ak47" (attacker_position "942 41 -160") (victim_position "919 -917 -96")
L 07/11/2012 - 17:53:54: "lubahou<16><STEAM_0:1:52664969><CT>" killed "clutchnasty<8><STEAM_0:1:33443748><TERRORIST>" with "m4a1" (attacker_position "87 -933 -224") (victim_position "16 288 -113")
L 07/11/2012 - 17:53:57: "where's-the-ammo<4><STEAM_0:0:32369201><CT>" killed "Henry<12><STEAM_0:1:53104189><TERRORIST>" with "p90" (attacker_position "-55 118 -160") (victim_position "150 133 -96")
L 07/11/2012 - 17:54:05: "Veilrap<6><STEAM_0:0:4190636><CT>" killed "Panarchus<2><STEAM_0:1:17858699><TERRORIST>" with "aug" (attacker_position "913 -534 -160") (victim_position "467 -416 -113")
L 07/11/2012 - 17:54:23: "Keemak<13><STEAM_0:0:6113698><CT>" killed "tomwall<3><STEAM_0:1:30783438><TERRORIST>" with "xm1014" (headshot) (attacker_position "1441 976 -160") (victim_position "1336 732 -94")
L 07/11/2012 - 17:54:46: "revenger<9><STEAM_0:0:17255624><TERRORIST>" killed "Veilrap<6><STEAM_0:0:4190636><CT>" with "ak47" (attacker_position "1335 -549 -160") (victim_position "1799 -395 -96")
L 07/11/2012 - 17:54:47: "revenger<9><STEAM_0:0:17255624><TERRORIST>" killed "lubahou<16><STEAM_0:1:52664969><CT>" with "ak47" (attacker_position "1333 -548 -160") (victim_position "1841 -425 -96")
L 07/11/2012 - 17:55:28: "revenger<9><STEAM_0:0:17255624><TERRORIST>" killed "where's-the-ammo<4><STEAM_0:0:32369201><CT>" with "ak47" (attacker_position "17 -2026 -336") (victim_position "97 -1587 -272")
